NAME,YEAR,FRONT_VARIATION
VALTOURNANCHE,2003,-4.0
VALTOURNANCHE,2004,-4.5
VALTOURNANCHE,2005,-0.5
VALTOURNANCHE,2006,-6.5
VALTOURNANCHE,2007,-5.0
VALTOURNANCHE,2008,-5.0
VALTOURNANCHE,2010,-2.0
VALTOURNANCHE,2011,-2.0
VALTOURNANCHE,2012,-9.0
VARTASJEKNA,1968,-1.0
VARTASJEKNA,1970,-26.0
VARTASJEKNA,1971,-1.0
VARTASJEKNA,1972,-6.0
VARTASJEKNA,1973,-10.0
VARTASJEKNA,1974,0.0
VARTASJEKNA,1977,0.0
VARTASJEKNA,1979,-4.0
VARTASJEKNA,1984,-17.0
VARTASJEKNA,1991,0.0
VARTASJEKNA,1992,0.0
VARTASJEKNA,1993,0.0
VARTASJEKNA,1994,0.0
VARTASJEKNA,1995,0.0
VARTASJEKNA,2002,0.0
VARTASJEKNA,2003,-17.5
VARTASJEKNA,2010,-12.0
VARTASJEKNA,2011,-10.0
VARTASJEKNA,2012,0.0
VARTASJEKNA,2014,-75.0
VASSAR,1910,150.0
VASSAR,1974,0.0
VAUDALETTA,1973,-3.0
VAUDALETTA,1986,-37.0
VAUDALETTA,1994,-10.5
VAUDALETTA,1997,-1.0
VAUDALETTA,1998,-7.0
VAUDALETTA,1999,-4.0
VAUDALETTA,2006,-1.0
VAUDALETTA,2007,-19.0
VAUDALETTA,2008,0.0
VAUDALETTA,2010,0.0
VAUDALETTA,2011,0.0
VAUDALETTA,2012,0.0
VAUDALETTA,2013,0.0
VAZZEDA,1925,-13.0
VAZZEDA,1926,9.0
VAZZEDA,1928,-20.0
VAZZEDA,1988,-1.5
VAZZEDA,1989,-3.5
VAZZEDA,1990,-7.0
VAZZEDA,1991,-16.0
VAZZEDA,1992,-2.0
VAZZEDA,1994,-5.0
VAZZEDA,1996,-4.0
VAZZEDA,1997,-10.0
VAZZEDA,1998,-36.0
VD.KASTEN K.,1963,-8.5
VEDRETTA PIANA / EBENF.,1923,-3.8
VEDRETTA PIANA / EBENF.,1933,-80.6
VEDRETTA PIANA / EBENF.,1934,-8.0
VEDRETTA PIANA / EBENF.,1936,-9.0
VEDRETTA PIANA / EBENF.,1941,-24.3
VEDRETTA PIANA / EBENF.,1949,-70.0
VEDRETTA PIANA / EBENF.,1963,-90.0
VEL'KENA,1933,-4400.0
VEL'KENA,1952,-1000.0
VEL'KENA,1964,-1000.0
VEL'KENA,1985,-620.0
VEL'KENA,1993,-180.0
VEL'KENA,1999,-429.0
VEL'KENA,2000,-39.0
VEL'KENA,2001,-129.0
VEL'KENA,2002,-210.0
VEL'KENA,2003,151.0
VEL'KENA,2004,-69.0
VEL'KENA,2005,-74.0
VEL'KENA,2006,-172.0
VEL'KENA,2008,-134.0
VEL'KENA,2010,-167.0
VENEROCOLO,1920,4.0
VENEROCOLO,1939,-18.5
VENEROCOLO,1940,-6.5
VENEROCOLO,1941,5.0
VENEROCOLO,1942,0.0
VENEROCOLO,1943,0.0
VENEROCOLO,1952,-3.0
VENEROCOLO,1953,-8.5
VENEROCOLO,1954,-10.0
VENEROCOLO,1955,-1.5
VENEROCOLO,1956,-1.0
VENEROCOLO,1957,-0.5
VENEROCOLO,1958,-5.0
VENEROCOLO,1959,-6.6
VENEROCOLO,1960,12.0
VENEROCOLO,1961,-3.0
VENEROCOLO,1962,-4.5
VENEROCOLO,1964,0.0
VENEROCOLO,1965,-21.0
VENEROCOLO,1966,7.0
VENEROCOLO,1967,1.0
VENEROCOLO,1968,0.0
VENEROCOLO,1969,2.0
VENEROCOLO,1977,-7.0
VENEROCOLO,1982,1.5
VENEROCOLO,1983,0.5
VENEROCOLO,1984,-10.0
VENEROCOLO,1986,-10.0
VENEROCOLO,1987,-7.0
VENEROCOLO,1988,-6.0
VENEROCOLO,1989,-1.0
VENEROCOLO,1990,-1.0
VENEROCOLO,1991,-6.0
VENEROCOLO,1992,-6.0
VENEROCOLO,1994,-14.5
VENEROCOLO,1995,-19.0
VENEROCOLO,1998,0.0
VENEROCOLO,1999,-8.0
VENEROCOLO,2000,-3.5
VENEROCOLO,2002,-9.5
VENEROCOLO,2004,-45.5
VENEROCOLO,2005,-26.0
VENEROCOLO,2006,-15.5
VENEROCOLO,2007,-15.5
VENEROCOLO,2008,-11.5
VENEROCOLO,2009,-10.0
VENEROCOLO,2010,-14.0
VENEROCOLO,2011,-14.0
VENEROCOLO,2012,-9.0
VENEROCOLO,2013,-23.0
VENEZIA (VEDR.),1934,-12.6
VENEZIA (VEDR.),1987,-9.0
VENEZIA (VEDR.),1988,-11.5
VENEZIA (VEDR.),1989,-14.0
VENEZIA (VEDR.),1990,-9.0
VENEZIA (VEDR.),1991,-9.5
VENEZIA (VEDR.),1992,-38.5
VENEZIA (VEDR.),1993,-15.0
VENEZIA (VEDR.),1994,-16.5
VENEZIA (VEDR.),1996,-31.0
VENEZIA (VEDR.),1997,-6.0
VENEZIA (VEDR.),1999,-42.0
VENEZIA (VEDR.),2000,-10.5
VENEZIA (VEDR.),2002,-29.0
VENEZIA (VEDR.),2003,-7.5
VENEZIA (VEDR.),2004,-34.0
VENTINA,1907,-65.0
VENTINA,1910,-26.0
VENTINA,1911,-16.0
VENTINA,1912,-10.5
VENTINA,1916,-11.0
VENTINA,1917,4.0
VENTINA,1918,-6.5
VENTINA,1919,7.0
VENTINA,1921,-7.0
VENTINA,1922,-4.0
VENTINA,1923,7.5
VENTINA,1925,-7.0
VENTINA,1926,3.5
VENTINA,1927,-4.0
VENTINA,1928,-12.0
VENTINA,1929,-11.0
VENTINA,1930,-15.0
VENTINA,1931,-20.0
VENTINA,1932,-7.0
VENTINA,1933,-5.0
VENTINA,1934,-14.5
VENTINA,1935,-12.0
VENTINA,1936,-6.0
VENTINA,1937,-16.0
VENTINA,1938,-15.0
VENTINA,1939,3.0
VENTINA,1940,-8.0
VENTINA,1947,-17.0
VENTINA,1948,-20.0
VENTINA,1949,-16.0
VENTINA,1950,-28.0
VENTINA,1951,-21.0
VENTINA,1952,0.0
VENTINA,1953,-18.0
VENTINA,1954,-20.0
VENTINA,1955,-18.0
VENTINA,1956,-20.0
VENTINA,1957,-20.0
VENTINA,1958,-30.0
VENTINA,1959,-19.0
VENTINA,1961,-39.0
VENTINA,1962,-11.5
VENTINA,1963,-8.0
VENTINA,1964,-131.0
VENTINA,1965,-90.0
VENTINA,1966,-81.0
VENTINA,1976,9.0
VENTINA,1977,0.0
VENTINA,1978,16.0
VENTINA,1979,-2.0
VENTINA,1981,7.5
VENTINA,1982,1.0
VENTINA,1983,6.5
VENTINA,1984,2.0
VENTINA,1985,4.5
VENTINA,1986,2.0
VENTINA,1987,0.0
VENTINA,1988,6.5
VENTINA,1989,-2.0
VENTINA,1990,-12.0
VENTINA,1991,1.0
VENTINA,1992,-11.0
VENTINA,1993,-15.0
VENTINA,1994,-10.0
VENTINA,1995,-14.0
VENTINA,1996,-8.0
VENTINA,1997,-14.0
VENTINA,1998,-8.0
VENTINA,1999,-7.0
VENTINA,2000,-26.5
VENTINA,2002,-20.0
VENTINA,2003,-18.0
VENTINA,2004,-20.0
VENTINA,2005,-18.0
VENTINA,2006,-16.0
VENTINA,2007,-12.5
VENTINA,2008,-6.5
VENTINA,2009,-14.0
VENTINA,2010,-17.0
VENTINA,2011,-35.0
VENTINA,2012,-22.0
VENTINA,2013,-24.0
VENTISQUERO,2006,-2700.0
VENTORRILLO,1950,227.0
VENTORRILLO,1958,-117.0
VENTORRILLO,1968,-10.0
VENTORRILLO,1979,100.0
VENTORRILLO,1982,-160.0
VENTORRILLO,1996,-25.0
VENTORRILLO,1998,-3.0
VENTORRILLO,1999,-5.0
VERA,1933,0.0
VERA,1952,-4500.0
VERA,1964,-2000.0
VERA,1993,-2400.0
VERA,2003,-1100.0
VERA,2006,-860.0
VERA,2011,-550.0
VERBORGENBERG F.,1978,3.8
VERBORGENBERG F.,1979,0.3
VERBORGENBERG F.,1980,7.8
VERBORGENBERG F.,1981,0.1
VERBORGENBERG F.,1982,-0.1
VERBORGENBERG F.,1983,-0.1
VERBORGENBERG F.,1984,4.2
VERBORGENBERG F.,1985,1.1
VERBORGENBERG F.,1986,-2.8
VERBORGENBERG F.,1987,1.7
VERBORGENBERG F.,1988,-4.0
VERBORGENBERG F.,1989,-1.3
VERBORGENBERG F.,1990,-2.0
VERBORGENBERG F.,1991,-2.7
VERBORGENBERG F.,1992,-11.3
VERBORGENBERG F.,1993,-2.3
VERBORGENBERG F.,1994,-7.4
VERBORGENBERG F.,1995,-7.3
VERBORGENBERG F.,1996,-5.0
VERBORGENBERG F.,1997,1.8
VERBORGENBERG F.,1998,-6.8
VERBORGENBERG F.,1999,-1.1
VERBORGENBERG F.,2000,-12.6
VERBORGENBERG F.,2001,-5.8
VERBORGENBERG F.,2003,-17.3
VERBORGENBERG F.,2004,-2.1
VERBORGENBERG F.,2005,-4.7
VERBORGENBERG F.,2006,-2.9
VERBORGENBERG F.,2007,-10.7
VERBORGENBERG F.,2008,-7.8
VERBORGENBERG F.,2009,-4.0
VERBORGENBERG F.,2010,-4.0
VERBORGENBERG F.,2011,-5.0
VERBORGENBERG F.,2012,-3.0
VERBORGENBERG F.,2013,-3.0
VERDE,1981,-362.0
VERDE,1995,-70.0
VERDE,1997,-211.0
VERMUNTGL.,1903,-5.5
VERMUNTGL.,1904,-5.0
VERMUNTGL.,1905,-9.0
VERMUNTGL.,1906,-6.0
VERMUNTGL.,1907,-44.0
VERMUNTGL.,1913,-44.0
VERMUNTGL.,1924,-121.0
VERMUNTGL.,1926,-9.0
VERMUNTGL.,1927,-25.6
VERMUNTGL.,1929,-37.9
VERMUNTGL.,1931,-15.2
VERMUNTGL.,1933,-17.7
VERMUNTGL.,1934,-7.6
VERMUNTGL.,1935,-3.4
VERMUNTGL.,1936,-6.7
VERMUNTGL.,1937,-9.8
VERMUNTGL.,1938,-11.7
VERMUNTGL.,1939,-4.5
VERMUNTGL.,1940,-4.0
VERMUNTGL.,1941,-10.1
VERMUNTGL.,1942,-11.5
VERMUNTGL.,1943,-1.7
VERMUNTGL.,1944,-41.5
VERMUNTGL.,1945,-14.7
VERMUNTGL.,1946,-14.4
VERMUNTGL.,1947,-18.1
VERMUNTGL.,1948,-8.6
VERMUNTGL.,1949,-7.0
VERMUNTGL.,1950,-11.2
VERMUNTGL.,1951,-22.0
VERMUNTGL.,1952,-18.8
VERMUNTGL.,1953,-3.6
VERMUNTGL.,1954,-27.0
VERMUNTGL.,1955,-2.2
VERMUNTGL.,1956,-5.2
VERMUNTGL.,1957,-6.2
VERMUNTGL.,1958,-14.3
VERMUNTGL.,1959,-3.0
VERMUNTGL.,1960,-3.5
VERMUNTGL.,1961,-0.3
VERMUNTGL.,1962,-8.9
VERMUNTGL.,1963,-8.1
VERMUNTGL.,1964,-2.9
VERMUNTGL.,1965,0.0
VERMUNTGL.,1966,-0.8
VERMUNTGL.,1967,0.0
VERMUNTGL.,1968,-6.5
VERMUNTGL.,1969,-8.3
VERMUNTGL.,1970,-7.2
VERMUNTGL.,1971,-13.9
VERMUNTGL.,1972,-2.1
VERMUNTGL.,1973,-13.4
VERMUNTGL.,1974,-0.1
VERMUNTGL.,1975,-3.5
VERMUNTGL.,1976,-8.4
VERMUNTGL.,1977,0.1
VERMUNTGL.,1978,-5.0
VERMUNTGL.,1979,-9.8
VERMUNTGL.,1980,0.9
VERMUNTGL.,1981,-13.7
VERMUNTGL.,1982,-10.8
VERMUNTGL.,1983,-5.6
VERMUNTGL.,1984,-4.0
VERMUNTGL.,1985,-3.2
VERMUNTGL.,1986,-7.3
VERMUNTGL.,1987,-6.9
VERMUNTGL.,1988,-9.3
VERMUNTGL.,1989,-10.0
VERMUNTGL.,1990,-7.6
VERMUNTGL.,1991,-7.4
VERMUNTGL.,1992,-12.0
VERMUNTGL.,1993,-5.3
VERMUNTGL.,1994,-15.2
VERMUNTGL.,1995,-4.3
VERMUNTGL.,1996,-8.0
VERMUNTGL.,1997,-7.6
VERMUNTGL.,1998,-10.7
VERMUNTGL.,1999,-5.1
VERMUNTGL.,2000,-8.7
VERMUNTGL.,2001,-9.9
VERMUNTGL.,2002,-10.8
VERMUNTGL.,2003,-19.5
VERMUNTGL.,2004,-2.7
VERMUNTGL.,2005,-13.5
VERMUNTGL.,2006,-16.2
VERMUNTGL.,2007,-14.6
VERMUNTGL.,2008,-8.8
VERMUNTGL.,2009,-9.0
VERMUNTGL.,2010,-27.0
VERMUNTGL.,2011,-10.0
VERMUNTGL.,2012,-16.0
VERMUNTGL.,2013,-5.0
VERNAGT FERNER,1889,-25.0
VERNAGT FERNER,1891,17.0
VERNAGT FERNER,1892,-3.5
VERNAGT FERNER,1893,25.0
VERNAGT FERNER,1895,51.0
VERNAGT FERNER,1897,96.0
VERNAGT FERNER,1898,177.0
VERNAGT FERNER,1899,200.0
VERNAGT FERNER,1900,150.0
VERNAGT FERNER,1901,50.0
VERNAGT FERNER,1902,20.0
VERNAGT FERNER,1903,5.0
VERNAGT FERNER,1904,0.0
VERNAGT FERNER,1911,-8.5
VERNAGT FERNER,1914,-14.0
VERNAGT FERNER,1915,-30.0
VERNAGT FERNER,1916,-26.0
VERNAGT FERNER,1936,-27.4
VERNAGT FERNER,1937,-19.5
VERNAGT FERNER,1939,-13.7
VERNAGT FERNER,1940,-6.0
VERNAGT FERNER,1941,-11.3
VERNAGT FERNER,1942,-22.7
VERNAGT FERNER,1943,-20.0
VERNAGT FERNER,1944,-7.5
VERNAGT FERNER,1945,-20.0
VERNAGT FERNER,1946,-40.0
VERNAGT FERNER,1947,-60.0
VERNAGT FERNER,1948,0.0
VERNAGT FERNER,1949,-25.0
VERNAGT FERNER,1950,-45.0
VERNAGT FERNER,1951,-30.0
VERNAGT FERNER,1952,-14.0
VERNAGT FERNER,1953,-33.5
VERNAGT FERNER,1954,-16.0
VERNAGT FERNER,1955,-12.0
VERNAGT FERNER,1956,-2.0
VERNAGT FERNER,1957,-14.4
VERNAGT FERNER,1958,-23.1
VERNAGT FERNER,1959,-21.7
VERNAGT FERNER,1960,-33.0
VERNAGT FERNER,1961,-12.8
VERNAGT FERNER,1962,-29.3
VERNAGT FERNER,1963,-27.0
VERNAGT FERNER,1964,-28.5
VERNAGT FERNER,1965,-30.0
VERNAGT FERNER,1966,-20.0
VERNAGT FERNER,1967,-45.0
VERNAGT FERNER,1968,-25.0
VERNAGT FERNER,1969,-29.0
VERNAGT FERNER,1970,-43.0
VERNAGT FERNER,1971,-88.0
VERNAGT FERNER,1972,-25.0
VERNAGT FERNER,1973,-23.0
VERNAGT FERNER,1974,-17.0
VERNAGT FERNER,1975,-5.5
VERNAGT FERNER,1976,-10.1
VERNAGT FERNER,1977,-3.5
VERNAGT FERNER,1978,5.4
VERNAGT FERNER,1979,0.8
VERNAGT FERNER,1980,7.8
VERNAGT FERNER,1981,9.6
VERNAGT FERNER,1982,7.9
VERNAGT FERNER,1983,5.9
VERNAGT FERNER,1984,4.3
VERNAGT FERNER,1985,3.3
VERNAGT FERNER,1986,-4.4
VERNAGT FERNER,1987,-3.0
VERNAGT FERNER,1988,-10.7
VERNAGT FERNER,1989,-7.4
VERNAGT FERNER,1990,-15.5
VERNAGT FERNER,1991,-13.7
VERNAGT FERNER,1992,-11.0
VERNAGT FERNER,1993,-15.9
VERNAGT FERNER,1994,-16.5
VERNAGT FERNER,1995,-13.3
VERNAGT FERNER,1996,-19.7
VERNAGT FERNER,1997,-7.3
VERNAGT FERNER,1998,-21.9
VERNAGT FERNER,1999,-12.1
VERNAGT FERNER,2000,-21.7
VERNAGT FERNER,2001,-21.2
VERNAGT FERNER,2002,-20.7
VERNAGT FERNER,2003,-39.6
VERNAGT FERNER,2004,-16.3
VERNAGT FERNER,2005,-27.0
VERNAGT FERNER,2006,-32.0
VERNAGT FERNER,2007,-37.0
VERNAGT FERNER,2008,-45.0
VERNAGT FERNER,2009,-30.0
VERNAGT FERNER,2010,-58.0
VERNAGT FERNER,2011,-47.0
VERNAGT FERNER,2012,-46.0
VERNAGT FERNER,2013,-23.0
VERNEL ORIENT,1926,0.0
VERNEL ORIENT,1927,0.0
VERNEL ORIENT,1928,-4.5
VERNEL ORIENT,1929,-10.1
VERNEL ORIENT,1955,0.0
VERNEL ORIENT,1959,-5.0
VERNEL ORIENT,1964,-7.0
VERNEL ORIENT,1966,8.0
VERRA (GRANDE DI),1914,4.0
VERRA (GRANDE DI),1915,6.0
VERRA (GRANDE DI),1921,18.0
VERRA (GRANDE DI),1922,-13.0
VERRA (GRANDE DI),1923,-6.0
VERRA (GRANDE DI),1924,-7.0
VERRA (GRANDE DI),1925,-12.0
VERRA (GRANDE DI),1926,-2.0
VERRA (GRANDE DI),1927,-30.0
VERRA (GRANDE DI),1928,-23.0
VERRA (GRANDE DI),1929,-12.0
VERRA (GRANDE DI),1930,-11.5
VERRA (GRANDE DI),1931,-19.0
VERRA (GRANDE DI),1932,-12.0
VERRA (GRANDE DI),1933,-14.0
VERRA (GRANDE DI),1934,-16.0
VERRA (GRANDE DI),1935,-19.0
VERRA (GRANDE DI),1936,-13.5
VERRA (GRANDE DI),1937,-19.0
VERRA (GRANDE DI),1938,-11.5
VERRA (GRANDE DI),1939,-24.0
VERRA (GRANDE DI),1940,-7.5
VERRA (GRANDE DI),1941,-5.0
VERRA (GRANDE DI),1942,-8.5
VERRA (GRANDE DI),1943,0.0
VERRA (GRANDE DI),1944,-10.0
VERRA (GRANDE DI),1945,-14.5
VERRA (GRANDE DI),1946,-15.0
VERRA (GRANDE DI),1947,-3.5
VERRA (GRANDE DI),1948,-3.0
VERRA (GRANDE DI),1949,-14.0
VERRA (GRANDE DI),1950,-12.0
VERRA (GRANDE DI),1952,-5.0
VERRA (GRANDE DI),1953,-10.0
VERRA (GRANDE DI),1954,-14.5
VERRA (GRANDE DI),1955,-15.0
VERRA (GRANDE DI),1956,-14.0
VERRA (GRANDE DI),1957,-3.0
VERRA (GRANDE DI),1958,-14.0
VERRA (GRANDE DI),1959,-12.0
VERRA (GRANDE DI),1960,-2.0
VERRA (GRANDE DI),1961,-5.0
VERRA (GRANDE DI),1962,-15.0
VERRA (GRANDE DI),1963,-15.0
VERRA (GRANDE DI),1964,-15.0
VERRA (GRANDE DI),1965,-23.0
VERRA (GRANDE DI),1966,-5.0
VERRA (GRANDE DI),1967,-2.0
VERRA (GRANDE DI),1968,-4.0
VERRA (GRANDE DI),1998,-136.0
VERRA (GRANDE DI),2000,-139.0
VERRA (GRANDE DI),2001,-43.0
VERRA (GRANDE DI),2008,-12.3
VERRA (GRANDE DI),2009,-9.0
VERRA (GRANDE DI),2010,-19.0
VERRA (GRANDE DI),2011,-22.0
VERRA (GRANDE DI),2012,-19.0
VERRA (GRANDE DI),2013,-20.0
VERRA (PICCOLO DI),1914,6.0
VERRA (PICCOLO DI),1915,9.0
VERRA (PICCOLO DI),1921,0.0
VERRA (PICCOLO DI),1922,-8.0
VERRA (PICCOLO DI),1924,-12.0
VERRA (PICCOLO DI),1925,-12.0
VERRA (PICCOLO DI),1926,-0.5
VERRA (PICCOLO DI),1927,-4.5
VERRA (PICCOLO DI),1928,-11.0
VERRA (PICCOLO DI),1929,-0.5
VERRA (PICCOLO DI),1930,-16.0
VERRA (PICCOLO DI),1931,-10.5
VERRA (PICCOLO DI),1932,-24.0
VERRA (PICCOLO DI),1933,-26.0
VERRA (PICCOLO DI),1934,-19.0
VERRA (PICCOLO DI),1935,-5.0
VERRA (PICCOLO DI),1936,0.0
VERRA (PICCOLO DI),1937,-8.0
VERRA (PICCOLO DI),1938,-10.5
VERRA (PICCOLO DI),1939,-20.0
VERRA (PICCOLO DI),1940,-0.5
VERRA (PICCOLO DI),1942,-23.0
VERRA (PICCOLO DI),1951,-136.0
VERRA (PICCOLO DI),1952,-7.9
VERRA (PICCOLO DI),1953,-13.0
VERRA (PICCOLO DI),1954,-7.0
VERRA (PICCOLO DI),1955,-16.0
VERRA (PICCOLO DI),1956,-3.5
VERRA (PICCOLO DI),1957,-4.0
VERRA (PICCOLO DI),1958,-17.0
VERRA (PICCOLO DI),1959,-63.0
VERRA (PICCOLO DI),1960,-57.0
VERRA (PICCOLO DI),1961,-17.0
VERRA (PICCOLO DI),1962,-21.0
VERRA (PICCOLO DI),1963,-21.0
VERRA (PICCOLO DI),1964,-20.0
VERRA (PICCOLO DI),1966,6.0
VERRA (PICCOLO DI),1967,0.0
VERRA (PICCOLO DI),1968,0.0
VERRA (PICCOLO DI),1973,0.0
VERRA (PICCOLO DI),1986,3.0
VERRA (PICCOLO DI),1988,-6.0
VERRA (PICCOLO DI),1989,-18.5
VERRA (PICCOLO DI),1991,-3.5
VERRA (PICCOLO DI),1995,-22.0
VERSHINSKOGO,1993,-53.0
VERSHINSKOGO,1994,-1.0
VERSHINSKOGO,1995,117.0
VERSHINSKOGO,1997,-36.0
VERSHINSKOGO,2000,-5.0
VERSHINSKOGO,2001,-154.0
VERSHINSKOGO,2002,-35.0
VERSHINSKOGO,2005,-73.0
VERSHINSKOGO,2006,-135.0
VERSHINSKOGO,2007,-81.0
VERSHINSKOGO,2008,-122.0
VERSHINSKOGO,2010,-208.0
VERSTANKLA,1927,-30.0
VERSTANKLA,1928,10.0
VERSTANKLA,1929,-2.0
VERSTANKLA,1930,-6.0
VERSTANKLA,1931,-4.0
VERSTANKLA,1932,-8.0
VERSTANKLA,1933,-4.0
VERSTANKLA,1934,-4.0
VERSTANKLA,1936,-22.0
VERSTANKLA,1937,8.0
VERSTANKLA,1938,-10.0
VERSTANKLA,1940,-13.0
VERSTANKLA,1942,-28.0
VERSTANKLA,1943,-14.0
VERSTANKLA,1945,-15.0
VERSTANKLA,1946,24.0
VERSTANKLA,1947,-56.0
VERSTANKLA,1948,-13.0
VERSTANKLA,1949,-21.0
VERSTANKLA,1950,-20.0
VERSTANKLA,1951,18.0
VERSTANKLA,1953,-34.0
VERSTANKLA,1957,43.0
VERSTANKLA,1958,-11.0
VERSTANKLA,1959,-20.0
VERSTANKLA,1961,-8.0
VERSTANKLA,1962,-4.0
VERSTANKLA,1963,-6.0
VERSTANKLA,1964,-10.0
VERSTANKLA,1965,-2.0
VERSTANKLA,1966,-4.0
VERSTANKLA,1967,-1.0
VERSTANKLA,1968,2.0
VERSTANKLA,1969,-8.0
VERSTANKLA,1972,12.0
VERSTANKLA,1973,0.0
VERSTANKLA,1974,2.0
VERSTANKLA,1975,9.0
VERSTANKLA,1976,-6.0
VERSTANKLA,1977,6.0
VERSTANKLA,1978,6.0
VERSTANKLA,1979,4.0
VERSTANKLA,1980,6.0
VERSTANKLA,1981,4.0
VERSTANKLA,1982,-5.0
VERSTANKLA,1983,6.0
VERSTANKLA,1984,2.0
VERSTANKLA,1985,11.0
VERSTANKLA,1986,-5.0
VERSTANKLA,1987,0.0
VERSTANKLA,1988,-6.0
VERSTANKLA,1989,-1.0
VERSTANKLA,1990,-2.0
VERSTANKLA,1991,-6.0
VERSTANKLA,1992,-10.0
VERSTANKLA,1994,-30.0
VERSTANKLA,1995,-3.0
VERSTANKLA,1996,-4.0
VERSTANKLA,1997,-2.0
VERSTANKLA,1998,-9.0
VERSTANKLA,1999,-10.0
VERSTANKLA,2000,-15.0
VERSTANKLA,2001,-5.2
VERSTANKLA,2002,-24.0
VERSTANKLA,2003,-22.0
VERSTANKLA,2004,-3.3
VERSTANKLA,2005,-14.7
VERSTANKLA,2006,-21.0
VERSTANKLA,2007,-21.0
VERSTANKLA,2008,-9.0
VERSTANKLA,2009,-10.0
VERSTANKLA,2010,-10.0
VERSTANKLA,2011,-20.0
VERSTANKLA,2012,-17.0
VERSTANKLA,2013,-13.0
VERVA MAGGIORE (BASSO),1932,27.0
VERVA MAGGIORE (BASSO),1933,-47.0
VERVA MAGGIORE (BASSO),1934,-88.0
VERVA MAGGIORE (BASSO),1951,-47.0
VERVA MAGGIORE (BASSO),1952,-80.0
VERVA MAGGIORE (BASSO),1953,-8.4
VERVA MAGGIORE (BASSO),1957,-5.5
VERVA MAGGIORE (BASSO),1958,-7.0
VERVA MAGGIORE (BASSO),1959,0.0
VERVA MAGGIORE (BASSO),1961,4.0
VERVA MAGGIORE (BASSO),1962,2.0
VERVA MAGGIORE (BASSO),1963,2.0
VERVA MAGGIORE (BASSO),1964,2.0
VERVA MAGGIORE (BASSO),1965,1.0
VERVA MAGGIORE (BASSO),1966,0.0
VERVA MAGGIORE (BASSO),1967,0.0
VERVA MAGGIORE (BASSO),1968,0.0
VERVA MAGGIORE (BASSO),1970,0.0
VERVA MAGGIORE (BASSO),1975,0.0
VERVA MAGGIORE (BASSO),1991,-17.0
VERVA MAGGIORE (BASSO),1994,0.0
VESLEBREEN,1905,3.0
VESLEBREEN,1906,0.0
VESLEBREEN,1907,7.0
VESLEBREEN,1908,-20.0
VESLEBREEN,1909,-11.0
VESLEBREEN,1910,-5.0
VESLEBREEN,1911,-14.0
VESLEBREEN,1912,-6.0
VESLEBREEN,1919,6.0
VESLEBREEN,1933,-38.0
VESLEBREEN,1934,-3.0
VESLEBREEN,1935,-3.0
VESLEBREEN,1936,-19.0
VESLEBREEN,1937,-25.0
VESLEBREEN,1938,-6.0
VESLEBREEN,1939,-22.0
VESLEBREEN,1941,-47.0
VESLEBREEN,1942,-19.0
VESLEJUVBREEN,1906,-12.0
VESLEJUVBREEN,1907,12.0
VESLEJUVBREEN,1908,-31.0
VESLEJUVBREEN,1909,-2.0
VESLEJUVBREEN,1910,-43.0
VESLEJUVBREEN,1911,-2.0
VESLEJUVBREEN,1912,-29.0
VESLEJUVBREEN,1933,-14.0
VESLEJUVBREEN,1934,-3.0
VESLEJUVBREEN,1936,-4.0
VESLEJUVBREEN,1937,-11.0
VESLEJUVBREEN,1938,-5.0
VESLEJUVBREEN,1939,5.0
VESLEJUVBREEN,1940,-2.0
VESLEJUVBREEN,1941,-8.0
VESLEJUVBREEN,1942,-3.0
VESLEJUVBREEN,1946,-1.0
VESLEJUVBREEN,1947,-16.0
VESLEJUVBREEN,1948,2.0
VESLEJUVBREEN,1949,-3.0
VESLEJUVBREEN,1950,12.0
VESLEJUVBREEN,1951,-3.0
VESLEJUVBREEN,1952,-1.0
VESLEJUVBREEN,1954,-13.0
VESLEJUVBREEN,1955,3.0
VESLEJUVBREEN,1956,-4.0
VESLEJUVBREEN,1957,-2.0
VESLEJUVBREEN,1958,0.0
VESLEJUVBREEN,1959,-4.0
VESLEJUVBREEN,1960,0.0
VESLEJUVBREEN,1961,-2.0
VESLEJUVBREEN,1962,0.0
VESLEJUVBREEN,1963,-6.0
VESTRE MEMURUBREEN,1903,-10.0
VESTRE MEMURUBREEN,1904,-10.0
VESTRE MEMURUBREEN,1905,0.0
VESTRE MEMURUBREEN,1907,0.0
VESTRE MEMURUBREEN,1908,-4.0
VESTRE MEMURUBREEN,1909,-3.0
VESTRE MEMURUBREEN,1910,-20.0
VESTRE MEMURUBREEN,1911,-17.0
VESTRE MEMURUBREEN,1912,-9.0
VESTRE MEMURUBREEN,1936,-76.0
VESTRE MEMURUBREEN,1937,-22.0
VESTRE MEMURUBREEN,1938,-11.0
VESTRE MEMURUBREEN,1943,-149.0
VESTRE MEMURUBREEN,1944,-13.0
VESTRE MEMURUBREEN,1945,-13.0
VESTRE MEMURUBREEN,1946,-95.0
VESTRE MEMURUBREEN,1947,-30.0
VESTRE MEMURUBREEN,1948,-57.0
VESTRE MEMURUBREEN,1949,-70.0
VESTRE MEMURUBREEN,1950,-95.0
VESTRE MEMURUBREEN,1952,-12.0
VESTRE MEMURUBREEN,1953,-38.0
VESTRE MEMURUBREEN,1954,-17.0
VESTRE OKSTINDBREEN,1909,62.0
VESTRE OKSTINDBREEN,1910,-15.0
VESTRE OKSTINDBREEN,1911,1.0
