NAME,YEAR,FRONT_VARIATION
AALFOTBREEN,1975,1.0
AALFOTBREEN,1976,21.0
AALFOTBREEN,1977,20.0
ABANO,1910,-380.0
ABANO,1913,47.0
ABANO,1939,0.0
ABANO,1946,-109.0
ABANO,1957,0.0
ABANO,1959,10.0
ABANO,1961,-14.0
ABANO,1962,-1.0
ABANO,1963,5.0
ABANO,1964,9.0
ABANO,1965,-8.0
ABANO,1966,9.0
ABANO,1967,1.0
ABANO,1968,2.0
ABANO,1969,1.0
ABANO,1970,1.0
ABANO,1971,2.0
ABANO,1972,1.0
ABANO,1973,8.0
ABANO,1974,-2.0
ABANO,1976,1.6
ABANO,1977,0.0
ABANO,1978,3.0
ABANO,1981,-3.7
ABANO,1984,-4.2
ABANO,1985,-1.9
ABANO,1986,-1.2
ABANO,1987,1.2
ABANO,1988,1.0
ABANO,1989,-0.6
ABANO,1990,-0.9
ABAY,1969,-32.0
ABAY,1970,-6.0
ABAY,1971,-4.0
ABAY,1972,-5.0
ABRAHAM,1982,1.7
ABRAHAM,1983,1.0
ABRAHAM,1984,0.8
ABRAMOV,1967,-500.0
ABRAMOV,1986,-45.0
ABRAMOV,1987,-19.0
ABRAMOV,1988,-1.0
ABRAMOV,1989,-8.0
ABRAMOV,1990,-11.0
ABRAMOV,1991,-9.0
ABRAMOV,1992,-13.0
ABRAMOV,1993,-22.0
ABRAMOV,1994,-25.0
ABRAMOV,1995,0.0
ABRAMOV,1997,-79.0
ADAME,1953,-9.8
ADAME,1957,7.0
ADAMS,1892,-2900.0
ADAMS,1906,-5600.0
ADAMS,1929,-4300.0
ADAMS,1931,3500.0
ADAMS,1989,-2.1
ADAMS,1990,0.0
ADAMS,2011,-17.0
ADI KAILASH,2002,-525.0
AEU.PIRCHLKAR,1982,17.5
AEU.PIRCHLKAR,1983,25.0
AEU.PIRCHLKAR,1984,15.5
AEU.PIRCHLKAR,1985,15.5
AEU.PIRCHLKAR,1986,8.6
AEU.PIRCHLKAR,1987,7.4
AEU.PIRCHLKAR,1988,7.0
AEU.PIRCHLKAR,1989,4.0
AEU.PIRCHLKAR,1990,5.2
AEU.PIRCHLKAR,1991,3.5
AEU.PIRCHLKAR,1992,1.8
AEU.PIRCHLKAR,1993,-1.5
AEU.PIRCHLKAR,1994,-3.0
AEU.PIRCHLKAR,1995,-0.8
AEU.PIRCHLKAR,1996,-11.5
AEU.PIRCHLKAR,1997,6.0
AEU.PIRCHLKAR,1998,-8.8
AEU.PIRCHLKAR,1999,-17.0
AEU.PIRCHLKAR,2000,3.3
AEU.PIRCHLKAR,2001,-21.3
AEU.PIRCHLKAR,2002,-6.0
AEU.PIRCHLKAR,2003,-4.5
AEU.PIRCHLKAR,2004,-30.3
AGNELLO MER.,1927,-18.0
AGNELLO MER.,1928,-6.0
AGNELLO MER.,1929,-20.0
AGNELLO MER.,1930,-12.0
AGNELLO MER.,1933,-20.0
AGNELLO MER.,1934,-6.0
AGNELLO MER.,1935,-25.0
AGNELLO MER.,1936,0.0
AGNELLO MER.,1938,-4.0
AGNELLO MER.,1958,-5.0
AGNELLO MER.,1959,-5.0
AGNELLO MER.,1960,0.0
AGNELLO MER.,1961,-6.5
AGNELLO MER.,1962,-3.0
AGNELLO MER.,1963,0.0
AGNELLO MER.,1964,-8.0
AGNELLO MER.,1965,-8.0
AGNELLO MER.,1966,0.0
AGNELLO MER.,1976,-62.0
AGNELLO MER.,1979,16.0
AGNELLO MER.,1980,7.0
AGNELLO MER.,1981,7.0
AGNELLO MER.,1984,-21.5
AGNELLO MER.,1986,-16.0
AGNELLO MER.,1990,-8.0
AGNELLO MER.,1991,-2.5
AGNELLO MER.,1997,-3.5
AGNELLO MER.,1999,-14.0
AGNELLO MER.,2000,-2.0
AGNELLO MER.,2003,-9.5
AGNELLO MER.,2005,-5.0
AGNELLO MER.,2006,-7.0
AGNELLO MER.,2007,-1.0
AGNELLO MER.,2008,-1.0
AGUA NEGRA,1986,-220.0
AGUA NEGRA,2006,-120.0
AGUA NEGRA,2010,-55.0
AGUA NEGRA,2013,-60.0
AHTNA,1977,200.0
AHTNA,1979,15.0
AHTNA,1980,0.0
AIALIK,2011,-180.0
AKBAYTAL,1962,-27.0
AKBAYTAL,1963,31.0
AKBAYTAL,1964,-12.0
AKBAYTAL,1965,8.0
AKBAYTAL,1966,-24.0
AKBAYTAL,1967,-61.0
AKBAYTAL,1975,0.0
AKBAYTAL,1990,-50.0
AKBULAKULKUN,1963,-6.0
AKBULAKULKUN,1964,26.0
AKBULAKULKUN,1965,38.0
AKBULAKULKUN,1966,19.0
AKBULAKULKUN,1967,22.0
AKBULAKULKUN,1968,5.0
AKBULAKULKUN,1969,1.0
AKBULAKULKUN,1971,-2.0
AKBULAKULKUN,1972,8.0
AKBULAKULKUN,1973,-3.0
AKBULAKULKUN,1974,34.0
AKBULAKULKUN,1976,-9.0
AKBULAKULKUN,1977,18.0
AKBULAKULKUN,1978,2.0
AKBULAKULKUN,1979,-15.5
AKBULAKULKUN,1980,-5.0
AKBULAKULKUN,1981,8.4
AKBULAKULKUN,1982,-6.3
AKBULAKULKUN,1983,-9.2
AKBULAKULKUN,1984,8.1
AKBULAKULKUN,1985,29.8
AKBULAKULKUN,1986,-33.2
AKBULAKULKUN,1988,17.1
AKBULAKULKUN,1989,-12.5
AKBULAKULKUN,1990,0.0
AKSU VOSTOCHNIY,1928,36.0
AKSU VOSTOCHNIY,1932,15.0
AKSU VOSTOCHNIY,1941,-50.0
AKSU VOSTOCHNIY,1956,-145.0
AKSU VOSTOCHNIY,1958,-30.0
AKSU VOSTOCHNIY,1960,-10.0
AKSU VOSTOCHNIY,1962,-150.0
AKSU VOSTOCHNIY,1963,-15.0
AKSU VOSTOCHNIY,1964,5.0
AKSU VOSTOCHNIY,1965,25.0
AKSU VOSTOCHNIY,1966,25.0
AKSU VOSTOCHNIY,1968,-75.0
AKSU VOSTOCHNIY,1970,-180.0
AKSU VOSTOCHNIY,1971,-22.0
AKSU VOSTOCHNIY,1980,-71.0
AKSU VOSTOCHNIY,1981,10.0
AKSU VOSTOCHNIY,1982,25.0
AKSU VOSTOCHNIY,1983,0.0
AKSU VOSTOCHNIY,1984,38.0
AKSU VOSTOCHNIY,1986,-36.0
AKSU VOSTOCHNIY,1987,-50.0
AKSU VOSTOCHNIY,1988,-35.0
AKSU VOSTOCHNIY,1989,-10.0
AKSU VOSTOCHNIY,1990,0.0
AKSU ZAPADNIY,1977,-190.0
AKSU ZAPADNIY,1981,-30.0
AKSU ZAPADNIY,1982,18.0
AKSU ZAPADNIY,1983,-20.0
AKSU ZAPADNIY,1984,12.0
AKSU ZAPADNIY,1985,16.0
AKSU ZAPADNIY,1987,-30.0
AKSU ZAPADNIY,1988,28.0
AKSU ZAPADNIY,1989,0.0
AKSU ZAPADNIY,1990,7.0
AKULLIIT,1880,0.0
AKULLIIT,1898,0.0
AKULLIIT,1902,-100.0
AKULLIIT,1931,-800.0
AKULLIIT,1942,-600.0
AKULLIIT,1949,-100.0
AKULLIIT,1953,0.0
AKULLIIT,1985,-375.0
AKULLIIT,2001,-155.0
AKULLIIT,2010,-280.0
ALBA,1990,-80.0
ALBA,2000,-150.0
ALBIGNA,1882,-150.0
ALBIGNA,1904,-250.0
ALBIGNA,1955,-750.0
ALBIGNA,1973,-425.0
ALBIGNA,1979,-100.0
ALBIGNA,1985,0.0
ALBIGNA,1991,0.0
ALBIGNA,2010,-28.0
ALBIGNA,2011,-17.0
ALBIGNA,2012,-17.0
ALBIGNA,2013,-16.0
ALDEGONDABREEN,1936,-400.0
ALDEGONDABREEN,1969,-450.0
ALDEGONDABREEN,1990,-480.0
ALDEGONDABREEN,2003,-630.0
ALDEGONDABREEN,2004,-250.0
ALDEGONDABREEN,2006,-100.0
ALERCE,1953,-1200.0
ALERCE,1969,-158.0
ALERCE,1970,-16.0
ALERCE,1975,-34.0
ALFOMBRALES,2000,-580.0
ALFOMBRALES E,1959,-50.0
ALFOMBRALES E,1975,-50.0
ALFOMBRALES E,1985,-80.0
ALFOMBRALES E,1987,-20.0
ALIBEKSKIY,1904,-455.0
ALIBEKSKIY,1940,-199.0
ALIBEKSKIY,1954,-113.0
ALIBEKSKIY,1955,-10.0
ALIBEKSKIY,1957,-16.0
ALIBEKSKIY,1959,-14.0
ALIBEKSKIY,1960,0.0
ALIBEKSKIY,1961,1.0
ALIBEKSKIY,1962,-1.0
ALIBEKSKIY,1963,-1.0
ALIBEKSKIY,1964,8.0
ALIBEKSKIY,1965,2.0
ALIBEKSKIY,1966,6.0
ALIBEKSKIY,1967,2.0
ALIBEKSKIY,1968,8.0
ALIBEKSKIY,1969,-1.0
ALIBEKSKIY,1970,2.0
ALIBEKSKIY,1971,1.0
ALIBEKSKIY,1972,1.0
ALIBEKSKIY,1973,-3.0
ALIBEKSKIY,1974,-4.0
ALIBEKSKIY,1975,-1.0
ALIBEKSKIY,1976,-1.0
ALIBEKSKIY,1977,-1.0
ALIBEKSKIY,1978,-9.0
ALIBEKSKIY,1979,-3.0
ALIBEKSKIY,1980,-3.0
ALIBEKSKIY,1981,4.0
ALIBEKSKIY,1982,5.0
ALIBEKSKIY,1983,7.0
ALIBEKSKIY,1984,8.0
ALIBEKSKIY,1985,-5.0
ALIBEKSKIY,1986,-1.0
ALIBEKSKIY,1987,2.0
ALIBEKSKIY,1988,-9.0
ALIBEKSKIY,1989,4.0
ALIBEKSKIY,1990,-1.0
ALIBEKSKIY,1994,9.0
ALIBEKSKIY,1995,-8.0
ALLALIN,1884,50.0
ALLALIN,1887,0.0
ALLALIN,1888,0.0
ALLALIN,1890,18.0
ALLALIN,1893,6.0
ALLALIN,1894,6.0
ALLALIN,1895,-6.0
ALLALIN,1896,-1.0
ALLALIN,1897,0.0
ALLALIN,1898,-12.0
ALLALIN,1899,-1.0
ALLALIN,1900,-2.0
ALLALIN,1901,-27.0
ALLALIN,1902,-8.0
ALLALIN,1903,-2.0
ALLALIN,1904,-1.0
ALLALIN,1905,-1.0
ALLALIN,1906,-31.0
ALLALIN,1907,-1.0
ALLALIN,1908,0.0
ALLALIN,1909,-4.0
ALLALIN,1915,50.0
ALLALIN,1916,20.0
ALLALIN,1917,30.0
ALLALIN,1918,18.0
ALLALIN,1919,22.0
ALLALIN,1920,27.0
ALLALIN,1921,17.0
ALLALIN,1922,15.0
ALLALIN,1923,40.0
ALLALIN,1924,-18.0
ALLALIN,1925,-10.0
ALLALIN,1926,-7.0
ALLALIN,1927,-10.0
ALLALIN,1928,-2.0
ALLALIN,1929,0.0
ALLALIN,1930,-4.0
ALLALIN,1931,-10.0
ALLALIN,1932,-8.0
ALLALIN,1933,-10.0
ALLALIN,1934,-20.0
ALLALIN,1935,-29.0
ALLALIN,1936,-18.0
ALLALIN,1937,-29.0
ALLALIN,1938,-27.0
ALLALIN,1939,-29.0
ALLALIN,1940,-4.0
ALLALIN,1941,-96.0
ALLALIN,1942,8.0
ALLALIN,1943,-6.0
ALLALIN,1946,-190.0
ALLALIN,1947,-140.0
ALLALIN,1948,-5.0
ALLALIN,1949,-55.0
ALLALIN,1950,-19.0
ALLALIN,1951,-8.0
ALLALIN,1952,-22.0
ALLALIN,1953,-19.0
ALLALIN,1954,-20.0
ALLALIN,1955,13.0
ALLALIN,1956,-24.0
ALLALIN,1957,15.0
ALLALIN,1958,2.0
ALLALIN,1959,2.0
ALLALIN,1960,-29.0
ALLALIN,1961,35.0
ALLALIN,1962,-12.0
ALLALIN,1963,6.0
ALLALIN,1964,-23.0
ALLALIN,1965,-394.0
ALLALIN,1966,101.0
ALLALIN,1967,9.0
ALLALIN,1968,109.0
ALLALIN,1969,12.0
ALLALIN,1970,173.0
ALLALIN,1971,-9.0
ALLALIN,1972,3.0
ALLALIN,1973,25.0
ALLALIN,1974,9.0
ALLALIN,1975,44.0
ALLALIN,1976,-17.0
ALLALIN,1977,4.0
ALLALIN,1978,20.0
ALLALIN,1979,96.0
ALLALIN,1980,53.0
ALLALIN,1981,105.0
ALLALIN,1982,26.0
ALLALIN,1983,2.0
ALLALIN,1984,-59.0
ALLALIN,1985,44.0
ALLALIN,1986,-53.0
ALLALIN,1987,-8.0
ALLALIN,1988,22.0
ALLALIN,1989,-49.0
ALLALIN,1990,-57.0
ALLALIN,1991,-35.0
ALLALIN,1992,-63.0
ALLALIN,1993,-20.0
ALLALIN,1994,-11.0
ALLALIN,1995,-24.0
ALLALIN,1996,-36.0
ALLALIN,1997,-6.0
ALLALIN,1998,-140.0
ALLALIN,1999,-106.0
ALLALIN,2000,-218.0
ALLALIN,2001,-12.2
ALLALIN,2002,14.5
ALLALIN,2003,-52.6
ALLALIN,2004,2.8
ALLALIN,2005,-4.5
ALLALIN,2006,1.0
ALLALIN,2007,-14.0
ALLALIN,2008,14.0
ALLALIN,2009,-4.0
ALLALIN,2010,-1.0
ALLALIN,2011,-13.0
ALLALIN,2012,-13.0
ALLALIN,2013,-4.0
ALLISON,1980,0.0
ALMER/SALISBURY,2011,-15.0
ALP.KRAEUL F.,1978,2.1
ALP.KRAEUL F.,1979,3.7
ALP.KRAEUL F.,1980,10.9
ALP.KRAEUL F.,1981,5.0
ALP.KRAEUL F.,1982,3.8
ALP.KRAEUL F.,1983,3.1
ALP.KRAEUL F.,1984,1.2
ALP.KRAEUL F.,1985,0.4
ALP.KRAEUL F.,1986,-4.3
ALP.KRAEUL F.,1987,1.7
ALP.KRAEUL F.,1988,-3.3
ALP.KRAEUL F.,1989,-1.5
ALP.KRAEUL F.,1990,-3.4
ALP.KRAEUL F.,1991,-2.6
ALP.KRAEUL F.,1992,-8.6
ALP.KRAEUL F.,1993,-2.8
ALP.KRAEUL F.,1994,-10.6
ALPAMAYO,2007,-13.0
ALPAMAYO,2008,-11.0
ALPAMAYO,2009,-10.0
ALPEHUE,2011,-1350.0
ALPEINER F.,1860,-209.0
ALPEINER F.,1864,-350.0
ALPEINER F.,1883,-49.0
ALPEINER F.,1884,-51.0
ALPEINER F.,1885,-40.0
ALPEINER F.,1886,-90.0
ALPEINER F.,1891,-120.0
ALPEINER F.,1892,-25.0
ALPEINER F.,1895,-101.0
ALPEINER F.,1898,-61.0
ALPEINER F.,1901,-32.0
ALPEINER F.,1903,-6.5
ALPEINER F.,1904,-3.1
ALPEINER F.,1905,-3.9
ALPEINER F.,1908,-19.0
ALPEINER F.,1909,-11.0
ALPEINER F.,1912,-18.0
ALPEINER F.,1922,-11.0
ALPEINER F.,1924,-7.4
ALPEINER F.,1926,-7.2
ALPEINER F.,1928,-24.8
ALPEINER F.,1930,-42.2
ALPEINER F.,1932,-40.8
ALPEINER F.,1934,-55.0
ALPEINER F.,1936,-60.3
ALPEINER F.,1938,-52.8
ALPEINER F.,1942,-24.1
ALPEINER F.,1944,-19.6
ALPEINER F.,1945,-9.1
ALPEINER F.,1946,-21.8
ALPEINER F.,1948,-97.0
ALPEINER F.,1950,-22.2
ALPEINER F.,1952,-15.0
ALPEINER F.,1954,-25.3
ALPEINER F.,1956,-29.5
ALPEINER F.,1958,-19.1
ALPEINER F.,1960,-17.8
ALPEINER F.,1961,-6.2
ALPEINER F.,1962,-11.4
ALPEINER F.,1963,-15.5
ALPEINER F.,1964,-17.5
ALPEINER F.,1965,-15.0
ALPEINER F.,1966,-3.0
ALPEINER F.,1967,-25.0
ALPEINER F.,1968,-3.0
ALPEINER F.,1969,-13.0
ALPEINER F.,1970,-25.0
ALPEINER F.,1971,-15.0
ALPEINER F.,1972,-2.5
ALPEINER F.,1973,-18.3
ALPEINER F.,1974,-7.3
ALPEINER F.,1975,-13.6
ALPEINER F.,1976,-9.9
ALPEINER F.,1977,-10.8
ALPEINER F.,1978,-1.1
ALPEINER F.,1979,-7.2
ALPEINER F.,1980,-1.4
ALPEINER F.,1981,-13.1
ALPEINER F.,1982,-19.2
ALPEINER F.,1983,-7.6
ALPEINER F.,1984,2.3
ALPEINER F.,1985,-7.6
ALPEINER F.,1986,-5.3
ALPEINER F.,1987,0.6
ALPEINER F.,1988,-10.8
ALPEINER F.,1989,-4.7
ALPEINER F.,1990,-7.0
ALPEINER F.,1991,-8.5
ALPEINER F.,1992,-14.3
ALPEINER F.,1993,-10.6
ALPEINER F.,1994,-7.7
ALPEINER F.,1995,-24.9
ALPEINER F.,1996,-12.9
ALPEINER F.,2001,-34.8
ALPEINER F.,2007,-108.0
ALPEINER F.,2008,-34.0
ALPEINER F.,2009,-17.0
ALPEINER F.,2010,-7.0
ALPEINER F.,2011,-32.0
ALPEINER F.,2012,-19.0
ALPEINER F.,2013,-20.0
ALPETLI(KANDER),1894,-8.0
ALPETLI(KANDER),1895,-11.0
ALPETLI(KANDER),1899,-8.0
ALPETLI(KANDER),1900,-16.0
ALPETLI(KANDER),1901,-13.0
ALPETLI(KANDER),1904,-1.0
ALPETLI(KANDER),1905,-1.0
ALPETLI(KANDER),1906,28.0
ALPETLI(KANDER),1907,0.0
ALPETLI(KANDER),1921,0.0
ALPETLI(KANDER),1922,0.0
ALPETLI(KANDER),1970,-4.0
ALPETLI(KANDER),1971,-5.0
ALPETLI(KANDER),1972,6.0
ALPETLI(KANDER),1973,0.0
ALPETLI(KANDER),1974,0.0
ALPETLI(KANDER),1975,2.0
ALPETLI(KANDER),1976,0.0
ALPETLI(KANDER),1977,3.0
ALPETLI(KANDER),1978,2.0
ALPETLI(KANDER),1979,0.0
ALPETLI(KANDER),1980,4.0
ALPETLI(KANDER),1981,11.0
ALPETLI(KANDER),1982,2.0
ALPETLI(KANDER),1983,2.0
ALPETLI(KANDER),1984,5.0
ALPETLI(KANDER),1985,9.0
ALPETLI(KANDER),1986,0.0
ALPETLI(KANDER),1987,-1.0
ALPETLI(KANDER),1988,4.0
ALPETLI(KANDER),1989,-2.0
ALPETLI(KANDER),1990,-7.0
ALPETLI(KANDER),1991,-2.0
ALPETLI(KANDER),1992,-9.0
ALPETLI(KANDER),1993,-6.0
ALPETLI(KANDER),1994,-3.0
ALPETLI(KANDER),1995,-3.0
ALPETLI(KANDER),1996,-7.0
ALPETLI(KANDER),1997,-7.0
ALPETLI(KANDER),1998,-15.0
ALPETLI(KANDER),1999,-14.0
ALPETLI(KANDER),2000,-10.0
ALPETLI(KANDER),2001,-3.8
ALPETLI(KANDER),2002,-41.0
ALPETLI(KANDER),2003,-33.0
ALPETLI(KANDER),2004,-10.8
ALPETLI(KANDER),2005,-16.3
ALPETLI(KANDER),2006,-23.0
ALPETLI(KANDER),2007,-25.0
ALPETLI(KANDER),2008,-45.0
ALPETLI(KANDER),2009,-28.0
ALPETLI(KANDER),2010,-25.0
ALPETLI(KANDER),2011,-33.0
ALPETLI(KANDER),2012,-37.0
ALPETLI(KANDER),2013,-53.0
ALTA (VEDRETTA) / HOHENF.,1924,-3.5
ALTA (VEDRETTA) / HOHENF.,1925,-7.5
ALTA (VEDRETTA) / HOHENF.,1930,-41.5
ALTA (VEDRETTA) / HOHENF.,1933,-21.0
ALTA (VEDRETTA) / HOHENF.,1935,-32.0
ALTA (VEDRETTA) / HOHENF.,1938,-44.0
ALTA (VEDRETTA) / HOHENF.,1939,-9.5
ALTA (VEDRETTA) / HOHENF.,1941,-33.0
ALTA (VEDRETTA) / HOHENF.,1942,-20.5
ALTA (VEDRETTA) / HOHENF.,1949,-121.5
ALTA (VEDRETTA) / HOHENF.,1951,-44.0
ALTA (VEDRETTA) / HOHENF.,1959,-69.0
ALTA (VEDRETTA) / HOHENF.,1960,-7.0
ALTA (VEDRETTA) / HOHENF.,1964,-30.0
ALTA (VEDRETTA) / HOHENF.,1977,12.0
ALTA (VEDRETTA) / HOHENF.,1978,14.5
ALTA (VEDRETTA) / HOHENF.,1979,4.5
ALTA (VEDRETTA) / HOHENF.,1980,9.0
ALTA (VEDRETTA) / HOHENF.,1981,15.0
ALTA (VEDRETTA) / HOHENF.,1984,3.0
ALTA (VEDRETTA) / HOHENF.,1985,6.5
ALTA (VEDRETTA) / HOHENF.,1988,-5.5
ALTA (VEDRETTA) / HOHENF.,1990,-5.5
ALTA (VEDRETTA) / HOHENF.,1992,-8.5
ALTA (VEDRETTA) / HOHENF.,1993,-7.0
ALTA (VEDRETTA) / HOHENF.,1994,-10.0
ALTA (VEDRETTA) / HOHENF.,1995,-17.0
ALTA (VEDRETTA) / HOHENF.,1996,-12.0
ALTA (VEDRETTA) / HOHENF.,1997,-11.0
ALTA (VEDRETTA) / HOHENF.,1998,-16.0
ALTA (VEDRETTA) / HOHENF.,1999,-13.0
ALTA (VEDRETTA) / HOHENF.,2000,-14.5
ALTA (VEDRETTA) / HOHENF.,2001,-9.5
ALTA (VEDRETTA) / HOHENF.,2002,-10.0
ALTA (VEDRETTA) / HOHENF.,2003,-13.0
ALTA (VEDRETTA) / HOHENF.,2004,-6.0
ALTA (VEDRETTA) / HOHENF.,2005,-17.0
ALTA (VEDRETTA) / HOHENF.,2006,-20.5
ALTA (VEDRETTA) / HOHENF.,2007,-17.0
ALTA (VEDRETTA) / HOHENF.,2008,-13.5
ALTA (VEDRETTA) / HOHENF.,2009,-4.0
ALTA (VEDRETTA) / HOHENF.,2010,-6.0
ALTA (VEDRETTA) / HOHENF.,2011,-10.0
ALTA (VEDRETTA) / HOHENF.,2012,-15.0
ALTA (VEDRETTA) / HOHENF.,2013,-239.0
ALTO DI REDORTA,1953,-74.0
ALTO DI REDORTA,1954,-12.0
ALTO DI REDORTA,1958,3.0
ALTO DI REDORTA,1962,7.0
ALTO DI REDORTA,1963,0.0
ALTO DI REDORTA,1993,-0.5
ALTYNSARIN,1972,-63.0
AMALIA,1975,-8040.0
AMALIA,1986,-197.0
AMALIA,1996,-1021.0
AMALIA,2010,-504.0
AMBIEZ,1945,-4.7
AMBIEZ,1946,-9.6
AMBIEZ,1948,-11.9
AMBIEZ,1949,-11.0
AMBIEZ,1950,-6.0
AMBIEZ,1952,-11.5
AMBIEZ,1955,-5.5
AMITSULOQ ISKA.,1981,39.0
AMMERTEN,1970,0.0
AMMERTEN,1971,-5.0
AMMERTEN,1972,0.0
AMMERTEN,1973,-2.0
AMMERTEN,1975,8.0
AMMERTEN,1976,-10.0
AMMERTEN,1977,0.0
AMMERTEN,1978,1.0
AMMERTEN,1979,3.0
AMMERTEN,1980,0.0
AMMERTEN,1981,-2.0
AMMERTEN,1982,-4.0
AMMERTEN,1983,-3.0
AMMERTEN,1984,0.0
AMMERTEN,1985,-1.0
AMMERTEN,1986,-3.0
AMMERTEN,1987,-4.0
AMMERTEN,1988,-2.0
AMMERTEN,1989,-21.0
AMMERTEN,1990,-3.0
AMMERTEN,1991,-6.0
AMMERTEN,1992,-4.0
AMMERTEN,1993,-1.0
AMMERTEN,1994,-4.0
AMMERTEN,1995,-2.0
AMMERTEN,1996,-1.0
AMMERTEN,1997,-2.0
AMMERTEN,1998,-3.0
AMMERTEN,1999,-3.0
AMMERTEN,2000,-2.0
AMMERTEN,2001,0.0
AMMERTEN,2002,-0.6
AMMERTEN,2003,-4.2
AMMERTEN,2004,-0.6
AMMERTEN,2005,-0.3
AMMERTEN,2006,-3.0
AMMERTEN,2007,-1.0
AMMERTEN,2008,-2.0
AMMERTEN,2009,0.0
AMMERTEN,2010,-1.0
AMMERTEN,2011,-4.0
AMMERTEN,2012,0.0
AMMERTEN,2013,-1.0
AMOLA,1949,-130.0
AMOLA,1950,-40.0
AMOLA,1951,-50.0
AMOLA,1952,-9.0
AMOLA,1953,-11.0
AMOLA,1954,1.0
AMOLA,1955,-53.0
AMOLA,1956,-17.5
AMOLA,1957,-6.0
AMOLA,1958,0.0
AMOLA,1959,-3.0
AMOLA,1960,-15.0
AMOLA,1961,-17.5
AMOLA,1962,-9.5
AMOLA,1963,-8.0
AMOLA,1964,-13.0
AMOLA,1965,-16.5
AMOLA,1966,2.0
AMOLA,1967,-2.5
AMOLA,1968,-5.5
AMOLA,1976,-6.0
AMOLA,1977,-33.0
AMOLA,1978,0.0
AMOLA,1979,-12.0
AMOLA,1981,-4.5
AMOLA,1983,-14.5
AMOLA,1984,-10.0
AMOLA,1985,-10.5
AMOLA,1986,-7.5
AMOLA,1987,-320.0
AMOLA,1988,-10.0
AMOLA,1989,-11.0
AMOLA,1990,-15.0
AMOLA,1991,-1.0
AMOLA,1992,-9.0
AMOLA,1994,-14.0
AMOLA,1995,-16.0
AMOLA,1996,2.0
AMOLA,1997,-8.0
AMOLA,1998,-15.0
AMOLA,1999,-15.0
AMOLA,2000,-9.0
AMOLA,2001,-2.5
AMOLA,2002,-7.5
AMOLA,2003,-8.5
AMOLA,2004,-5.5
AMOLA,2005,-9.0
AMOLA,2006,-8.0
AMOLA,2007,-18.5
AMOLA,2008,-2.0
AMOLA,2009,-5.0
AMOLA,2010,-16.0
AMOLA,2012,-29.0
ANDERSON,1927,-30.0
ANDERSON,1939,-160.0
ANDERSON,1955,-400.0
ANDERSON,1959,-40.0
ANDERSON,1963,-80.0
ANDERSON,1964,0.0
ANDERSON,1967,-55.0
ANDERSON,1970,25.0
ANDOLLA SETT.,1981,0.0
ANDOLLA SETT.,1984,-2.0
ANDOLLA SETT.,1985,3.0
ANDOLLA SETT.,1986,-0.5
ANDOLLA SETT.,1987,-6.0
ANDOLLA SETT.,1988,-1.0
ANDOLLA SETT.,1989,-2.0
ANDOLLA SETT.,1990,-1.0
ANDOLLA SETT.,1991,-8.0
ANDOLLA SETT.,1992,-24.0
ANDOLLA SETT.,1993,1.5
ANDOLLA SETT.,1995,-2.0
ANDOLLA SETT.,1996,-2.5
ANDOLLA SETT.,1997,-1.5
ANDOLLA SETT.,1998,-14.0
ANDOLLA SETT.,1999,-7.0
ANDOLLA SETT.,2000,-1.0
ANDOLLA SETT.,2001,4.0
ANDREI,1980,-28.0
ANDREI,1981,-29.5
ANDREI,1982,-19.5
ANDREI,1983,-40.0
ANDREI,1984,0.0
ANDREI,1989,-47.0
ANDREI,1990,-45.0
ANDREWS,1970,0.0
ANDY,2011,-6.0
ANETO,1957,-130.0
ANETO,1983,-150.0
ANETO,2000,-40.0
ANETO,2004,-120.0
ANETO,2005,-20.0
ANETO,2008,-20.0
ANGEL,1946,-15.0
ANIHUE,2011,-1514.0
ANTELAO INFERIORE (OCC.),1952,-50.0
ANTELAO INFERIORE (OCC.),1953,0.0
ANTELAO INFERIORE (OCC.),1957,-12.0
ANTELAO INFERIORE (OCC.),1981,0.0
ANTELAO INFERIORE (OCC.),1982,-2.5
ANTELAO INFERIORE (OCC.),1983,-2.5
ANTELAO INFERIORE (OCC.),1984,0.0
ANTELAO INFERIORE (OCC.),1985,-0.5
ANTELAO INFERIORE (OCC.),1986,-2.0
ANTELAO INFERIORE (OCC.),1987,-3.0
ANTELAO INFERIORE (OCC.),1988,-5.0
ANTELAO INFERIORE (OCC.),1989,-3.5
ANTELAO INFERIORE (OCC.),1990,-7.0
ANTELAO INFERIORE (OCC.),1991,-2.0
ANTELAO INFERIORE (OCC.),1992,-7.0
ANTELAO INFERIORE (OCC.),1993,-2.0
ANTELAO INFERIORE (OCC.),1994,-3.0
ANTELAO INFERIORE (OCC.),1995,-3.0
ANTELAO INFERIORE (OCC.),1996,-6.5
ANTELAO INFERIORE (OCC.),1997,-2.5
ANTELAO INFERIORE (OCC.),1998,-0.5
ANTELAO INFERIORE (OCC.),1999,-5.5
ANTELAO INFERIORE (OCC.),2000,-7.0
ANTELAO INFERIORE (OCC.),2002,-6.0
ANTELAO INFERIORE (OCC.),2003,-28.5
ANTELAO INFERIORE (OCC.),2004,0.0
ANTELAO INFERIORE (OCC.),2005,0.0
ANTELAO INFERIORE (OCC.),2006,-4.0
ANTELAO INFERIORE (OCC.),2007,-2.0
ANTELAO INFERIORE (OCC.),2008,0.0
ANTELAO INFERIORE (OCC.),2011,8.0
ANTELAO INFERIORE (OCC.),2012,-33.0
